"","Geneid","2i_counts","S_counts"
"4125","Atp1b3",4702,3562.5
"4126","Atp1b4",0,1
"4127","Atp23",261,237
"4128","Atp2a1",14.5,6
"4129","Atp2a2",10507.5,12287
"4130","Atp2a3",578,185.5
"4131","Atp2b1",3557.5,2892
"4132","Atp2b2",24.5,14
"4133","Atp2b3",3,16.5
"4134","Atp2b4",1027.5,485
"4135","Atp2c1",2811,2596.5
"4136","Atp2c2",13,51.5
"4137","Atp4a",9,43.5
"4138","Atp4b",0,0
"4139","Atp5a1",38469.5,29092.5
"4140","Atp5b",63811,49944.5
"4141","Atp5c1",7320.5,5667.5
"4142","Atp5c1-ps",285.5,215.5
"4143","Atp5d",3475.5,3447
"4144","Atp5e",1779.5,2052
"4145","Atp5g1",1000,573
"4146","Atp5g2",64,50
"4147","Atp5g3",9355.5,8284
"4148","Atp5h",1623.5,1268.5
"4149","Atp5j",3417,2804
"4150","Atp5j2",2760.5,1835
"4151","Atp5k",1260,978.5
"4152","Atp5k-ps2",0,0
"4153","Atp5l",474,444
"4154","Atp5l-ps1",3,8.5
"4155","Atp5l-ps2",79,77
"4156","Atp5l2-ps",0,0
"4157","Atp5md",463.5,482.5
"4158","Atp5mpl",1906.5,1523
"4159","Atp5o",3728.5,2695.5
"4160","Atp5pb",5938,5184.5
"4161","Atp5pb-ps",2434.5,2057
"4162","Atp6ap1",2651,2340
"4163","Atp6ap1l",0,0.5
"4164","Atp6ap2",2875,1645
"4165","Atp6v0a1",2183.5,1376.5
"4166","Atp6v0a2",1225,980.5
"4167","Atp6v0a4",184.5,130.5
"4168","Atp6v0b",1465,1400.5
"4169","Atp6v0c",2854.5,2135.5
"4170","Atp6v0c-ps1",801,634
"4171","Atp6v0c-ps2",2532,1871
"4172","Atp6v0d1",1915.5,2311.5
"4173","Atp6v0d2",0,0
"4174","Atp6v0e",1480,1851
"4175","Atp6v0e2",197.5,250
"4176","Atp6v1a",7750.5,4295
"4177","Atp6v1b1",2.5,0.5
"4178","Atp6v1b2",6523.5,5320
"4179","Atp6v1c1",2505,2017
"4180","Atp6v1c2",46.5,14
"4181","Atp6v1d",2276,1705
"4182","Atp6v1e1",3021,2717
"4183","Atp6v1e2",0.5,1
"4184","Atp6v1f",1119.5,994.5
"4185","Atp6v1fnb",0,0
"4186","Atp6v1g1",1336.5,1079.5
"4187","Atp6v1g2",7,11.5
"4188","Atp6v1g3",0,0
"4189","Atp6v1h",1714,1907.5
"4190","Atp7a",807,690.5
"4191","Atp7b",158.5,203
"4192","Atp8a1",726,511.5
"4193","Atp8a2",6,53
"4194","Atp8b1",3.5,42.5
"4195","Atp8b2",4365.5,2407.5
"4196","Atp8b3",82.5,60
"4197","Atp8b4",1,4
"4198","Atp8b5",65.5,45
"4199","Atp9a",1642,614
"4200","Atp9b",1322.5,1419.5
"4201","Atpaf1",338,259
"4202","Atpaf2",729,793.5
"4203","Atpif1",1743.5,1516.5
"4204","Atpsckmt",94,124
"4205","Atr",2052.5,1815
"4206","Atraid",712,431
"4207","Atrip",688,615.5
"4208","Atrn",668,673.5
"4209","Atrnl1",349,517
"4210","Atrx",10992.5,11058
"4211","Atxn1",110.5,252
"4212","Atxn10",6955.5,9584
"4213","Atxn1l",675,2155
"4214","Atxn2",2374.5,2721
"4215","Atxn2l",10287.5,7663
"4216","Atxn3",2175.5,1366.5
"4217","Atxn7",335,318.5
"4218","Atxn7l1",167.5,172
"4219","Atxn7l1os1",0,0
"4220","Atxn7l1os2",1,0
"4221","Atxn7l2",258,343.5
"4222","Atxn7l3",4286,4142
"4223","Atxn7l3b",2250,2733.5
"4224","AU015228",52.5,71
"4225","AU015336",0,0
"4226","AU015791",0,0
"4227","AU015836",46.5,753
"4228","AU016765",0,0
"4229","AU017674",0,0
"4230","AU018091",4654.5,3492.5
"4231","AU019990",3,12
"4232","AU020206",816.5,615.5
"4233","AU021063",0,0
"4234","AU021092",0.5,11
"4235","AU022133",5,5
"4236","AU022252",840,619.5
"4237","AU022751",31,129.5
"4238","AU022754",0.5,7
"4239","AU022793",0,0
"4240","AU023070",0,0
"4241","AU023762",0.5,0
"4242","AU040320",531,580.5
"4243","AU040972",9,3.5
"4244","AU041133",42.5,61.5
"4245","Auh",827,265
"4246","Aunip",722.5,690.5
"4247","Aup1",1360,939.5
"4248","Aurka",3530,3865
"4249","Aurkaip1",1925,1805
"4250","Aurkb",1755.5,1773
"4251","Aurkc",527,38.5
"4252","Auts2",1722.5,681
"4253","AV039307",0.5,3.5
"4254","AV064505",0,0
"4255","AV099323",13,16.5
"4256","AV205837",9.5,14
"4257","AV320801",8.5,1.5
"4258","AV356131",13.5,28
"4259","Aven",1161.5,703
"4260","Avil",15,11
"4261","Avl9",1398,1321
"4262","Avp",0,0
"4263","Avpi1",1500,1319
"4264","Avpr1a",0,7
"4265","Avpr1b",0.5,0.5
"4266","Avpr2",3,0.5
"4267","AW011738",0.5,11
"4268","AW046200",1,0.5
"4269","AW047730",1,1.5
"4270","AW112010",0,0.5
"4271","AW146154",170,187.5
"4272","AW209491",356,730.5
"4273","AW495222",6.5,1
"4274","AW549877",2759.5,2433.5
"4275","AW551984",17,53
"4276","AW554918",395,246.5
"4277","AW822073",5.5,42
"4278","AW822252",22.5,54
"4279","Awat1",0,0
"4280","Awat2",14,21.5
"4281","Axdnd1",3,11
"4282","Axin1",2542,2616.5
"4283","Axin2",3196,1253.5
"4284","Axl",109,1925.5
"4285","AY074887",3.5,4
"4286","AY358078",0,0
"4287","AY512915",0,0
"4288","AY512931",2.5,1
"4289","AY702102",0,0
"4290","AY702103",0.5,0
"4291","AY761185",0,0
"4292","Aym1",2.5,0
"4293","Azgp1",0.5,0
"4294","Azi2",1178.5,1297
"4295","Azin1",3448.5,4225
"4296","Azin2",489,515
"4297","B020004C17Rik",0,0.5
"4298","B020004J07Rik",3.5,32
"4299","B020010K11Rik",1.5,0
"4300","B020011L13Rik",0.5,1.5
"4301","B020014A21Rik",0,0
"4302","B020017C02Rik",5,2.5
"4303","B020018J22Rik",0,0.5
"4304","B020031H02Rik",1,0
"4305","B020031M17Rik",3.5,12
"4306","B130011K05Rik",0,1
"4307","B130021K23Rik",2,1.5
"4308","B130024G19Rik",0,0
"4309","B130034C11Rik",3.5,7
"4310","B130046B21Rik",32.5,18
"4311","B130055M24Rik",10,21
"4312","B230104I21Rik",0,0
"4313","B230110C06Rik",0,0
"4314","B230110G15Rik",0,0
"4315","B230112G18Rik",2,0
"4316","B230112I24Rik",0,0
"4317","B230112J18Rik",0.5,0.5
"4318","B230118H07Rik",154,245.5
"4319","B230119M05Rik",2.5,2
"4320","B230206H07Rik",4,2.5
"4321","B230206I08Rik",0,0
"4322","B230206L02Rik",28,8.5
"4323","B230207O21Rik",0,0
"4324","B230208B08Rik",0,0
"4325","B230208H11Rik",5,31
"4326","B230209E15Rik",0,0
"4327","B230214G05Rik",0,0
"4328","B230216N24Rik",1,5
"4329","B230217C12Rik",73,74
"4330","B230217J21Rik",0.5,1
"4331","B230217O12Rik",6,8.5
"4332","B230219D22Rik",2462.5,2456.5
"4333","B230220B15Rik",0,0
"4334","B230303A05Rik",0,0
"4335","B230303O12Rik",4.5,2.5
"4336","B230307C23Rik",111,106.5
"4337","B230311B06Rik",5,1.5
"4338","B230312C02Rik",0,0.5
"4339","B230317F23Rik",3,3
"4340","B230319C09Rik",0,0.5
"4341","B230322F03Rik",0,1
"4342","B230323A14Rik",0,0
"4343","B230334C09Rik",0.5,1.5
"4344","B230354K17Rik",53,39
"4345","B230362B09Rik",0,0
"4346","B230364G03Rik",0,0
"4347","B230369F24Rik",7.5,3
"4348","B230377A18Rik",4.5,5.5
"4349","B230398E01Rik",0,0.5
"4350","B2m",391,1095.5
"4351","B330016D10Rik",11.5,11
"4352","B3galnt1",136.5,207.5
"4353","B3galnt2",985.5,1197
"4354","B3galt1",6,40
"4355","B3galt2",1,0.5
"4356","B3galt4",66.5,94
"4357","B3galt5",2.5,2
"4358","B3galt6",250.5,222
"4359","B3gat1",0.5,20.5
"4360","B3gat2",26,28.5
"4361","B3gat3",840,708.5
"4362","B3glct",300,311
"4363","B3gnt2",70,69
"4364","B3gnt3",19,13.5
"4365","B3gnt4",0,1.5
"4366","B3gnt5",925.5,1198
"4367","B3gnt6",2,0.5
"4368","B3gnt7",723.5,3790
"4369","B3gnt8",21,24
"4370","B3gnt9",24.5,15.5
"4371","B3gntl1",330,326.5
"4372","B430010I23Rik",2.5,1.5
"4373","B430119L08Rik",0,0
"4374","B430203G13Rik",5.5,3
"4375","B430212C06Rik",4.5,0
"4376","B430218F22Rik",0.5,0.5
"4377","B430219N15Rik",2.5,2
"4378","B430305J03Rik",0,0
"4379","B430306N03Rik",3,0
"4380","B430319F04Rik",0.5,0
"4381","B430319H21Rik",0,0
"4382","B4galnt1",93.5,155
"4383","B4galnt2",77.5,51
"4384","B4galnt3",1810.5,751
"4385","B4galnt4",1750,712.5
"4386","B4galt1",1997,1725.5
"4387","B4galt2",140.5,513.5
"4388","B4galt3",784,632.5
"4389","B4galt4",105.5,339
"4390","B4galt5",2764,1093.5
"4391","B4galt6",7896.5,4677
"4392","B4galt7",337.5,303.5
"4393","B4gat1",3,2.5
"4394","B530045E10Rik",0,0
"4395","B630019A10Rik",1.5,5.5
"4396","B630019K06Rik",2.5,24.5
"4397","B830012L14Rik",5,7.5
"4398","B830017H08Rik",2.5,3
"4399","B830042I05Rik",0,0
"4400","B930018H19Rik",0,1
"4401","B930025P03Rik",0,0
"4402","B930036N10Rik",3,2.5
"4403","B930059L03Rik",5.5,11.5
"4404","B930086L07Rik",0.5,3.5
"4405","B930092H01Rik",0.5,3
"4406","B930094E09Rik",0.5,2.5
"4407","B930095G15Rik",20,45.5
"4408","B9d1",397,482
"4409","B9d1os",3.5,1.5
"4410","B9d2",188.5,119
"4411","Baalc",1,6
"4412","Baat",3,0.5
"4413","Babam1",1342.5,1352.5
"4414","Babam2",771.5,987.5
"4415","Bace1",515.5,657.5
"4416","Bace2",1,4.5
"4417","Bach1",2138.5,1933
"4418","Bach2",524,531
"4419","Bach2it1",1.5,0.5
"4420","Bach2os",3.5,0.5
"4421","Bad",341,267.5
"4422","Bag1",2875,2848.5
"4423","Bag2",50,350
"4424","Bag3",2046,1427.5
"4425","Bag4",746,967
"4426","Bag5",688,547
"4427","Bag6",10666.5,9709.5
"4428","Bahcc1",1325,1835.5
"4429","Bahd1",866.5,533
"4430","Baiap2",662,812
"4431","Baiap2l1",127,216
"4432","Baiap2l2",28,31.5
"4433","Baiap3",10.5,25
"4434","Bak1",1633.5,1423.5
"4435","Bambi",316.5,320
"4436","Bambi-ps1",1,24
"4437","Banf1",5198.5,4410.5
"4438","Banf2",0,0
"4439","Banf2os",0,0.5
"4440","Bank1",0,1
"4441","Banp",496,990
"4442","Bap1",2603,3474
"4443","Bard1",1742,1372
"4444","Barhl1",8,1
"4445","Barhl2",0.5,0.5
"4446","Barx1",8.5,31.5
"4447","Barx2",1.5,5.5
"4448","Basp1",446.5,4017.5
"4449","Batf",5,3.5
"4450","Batf2",3.5,0
"4451","Batf3",3.5,30
"4452","Bax",4215,4082
"4453","Baz1a",558.5,2575.5
"4454","Baz1b",6836,6315.5
"4455","Baz2a",20773,12338.5
"4456","Baz2b",2563.5,1241.5
"4457","BB014433",6.5,2
"4458","BB019430",0.5,0
"4459","BB031773",0,0
"4460","BB123696",4.5,0
"4461","BB187690",0,0
"4462","BB218582",5,9.5
"4463","BB287469",54.5,267.5
"4464","BB365896",0,0
"4465","BB557941",1.5,0.5
"4466","Bbc3",600,1525
"4467","Bbip1",243.5,392
"4468","Bbof1",6.5,15
"4469","Bbox1",0,0
"4470","Bbs1",259.5,161
"4471","Bbs10",122,160
"4472","Bbs12",69.5,154
"4473","Bbs2",232.5,374
"4474","Bbs4",318,344
"4475","Bbs5",181,239.5
"4476","Bbs7",153.5,245.5
"4477","Bbs9",717,381.5
"4478","Bbx",1167.5,5226
"4479","BC001981",0,1
"4480","BC002059",529,368
"4481","BC002189",0,0
"4482","BC003965",777,717
"4483","BC004004",577,749.5
"4484","BC005537",4832,4960
"4485","BC005624",658,696
"4486","BC006965",0,0
"4487","BC016548",0,0
"4488","BC016579",2,6.5
"4489","BC017158",253,168
"4490","BC018473",0,0
"4491","BC021767",50,838.5
"4492","BC022960",71.5,79.5
"4493","BC023105",0,0
"4494","BC023719",0,0.5
"4495","BC024063",300.5,282
"4496","BC024139",0,0.5
"4497","BC024386",0.5,0.5
"4498","BC024978",563,253.5
"4499","BC025920",16,29.5
"4500","BC026513",0,0.5
"4501","BC026762",0,0
"4502","BC028471",1,1.5
"4503","BC028528",22,15
"4504","BC028777",4,1.5
"4505","BC029722",80,151
"4506","BC030343",2.5,9.5
"4507","BC030500",0,2
"4508","BC031181",1036.5,903
"4509","BC034090",65,312
"4510","BC035044",0,0
"4511","BC035947",0,0.5
"4512","BC037032",1,2
"4513","BC037039",0.5,1
"4514","BC037156",0,0
"4515","BC037704",18.5,28.5
"4516","BC039966",3,2
"4517","BC042761",0,0
"4518","BC043934",4,1.5
"4519","BC046251",0.5,0
"4520","BC046401",10.5,9
"4521","BC048403",736.5,737.5
"4522","BC048507",384.5,397.5
"4523","BC048559",0,0
"4524","BC048562",0,0
"4525","BC048602",0,0
"4526","BC048644",9,6.5
"4527","BC048671",0,0
"4528","BC048679",9.5,3
"4529","BC049352",0,0.5
"4530","BC049715",12.5,10.5
"4531","BC049739",0,0
"4532","BC049762",4,1.5
"4533","BC049987",0,0
"4534","BC050972",0.5,0
"4535","BC051019",12.5,15
"4536","BC051076",0,0
"4537","BC051077",1,1.5
"4538","BC051142",1,3.5
"4539","BC051226",66,70.5
"4540","BC051408",0,0
"4541","BC051537",0,0
"4542","BC051665",0,0
"4543","BC052040",975.5,801
"4544","BC053393",5,0.5
"4545","BC055308",2,3.5
"4546","BC055324",1712.5,1964
"4547","BC055402",0,0
"4548","BC060293",0,0.5
"4549","BC061195",0,0
"4550","BC061212",4,16.5
"4551","BC061237",0,0.5
"4552","BC064078",3,32.5
"4553","BC065397",71,51.5
"4554","BC065403",0,0
"4555","BC067074",277.5,511.5
"4556","BC080695",10,57
"4557","BC080696",4,15.5
"4558","BC085271",1646.5,1380.5
"4559","Bc1",21,21.5
"4560","Bc1-ps1",0,0
"4561","BC106175",0,0.5
"4562","BC106179",0.5,16.5
"4563","BC107364",0,3.5
"4564","BC147527",28,49.5
"4565","Bcam",3953,9799
"4566","Bcan",42.5,25.5
"4567","Bcap29",511.5,338.5
"4568","Bcap31",2585,2588
"4569","Bcar1",806.5,4895.5
"4570","Bcar3",1118.5,1219
"4571","Bcas1",72.5,57.5
"4572","Bcas1os1",0.5,0
"4573","Bcas1os2",0,1
"4574","Bcas2",5102,4060.5
"4575","Bcas3",2262.5,1315.5
"4576","Bcas3os1",0,0.5
"4577","Bcas3os2",0,0
"4578","Bcat1",22072,5809
"4579","Bcat2",2278.5,2687
"4580","Bccip",3180.5,2724.5
"4581","Bcdin3d",289,337
"4582","Bche",69,91
"4583","Bckdha",542,600.5
"4584","Bckdhb",1650,889
"4585","Bckdk",2064.5,2079
"4586","Bcl10",1135,1276.5
"4587","Bcl11a",1.5,106
"4588","Bcl11b",8.5,77
"4589","Bcl2",8,179.5
"4590","Bcl2a1a",0,0
"4591","Bcl2a1b",0,0
"4592","Bcl2a1c",0,0
"4593","Bcl2a1d",0.5,0
"4594","Bcl2l1",1715.5,2325
"4595","Bcl2l10",0.5,4.5
"4596","Bcl2l11",274,2058
"4597","Bcl2l12",242.5,158.5
"4598","Bcl2l13",1692,2158
"4599","Bcl2l14",349.5,42.5
"4600","Bcl2l15",2,1.5
"4601","Bcl2l2",406,458
"4602","Bcl3",1740.5,730
"4603","Bcl6",350.5,123.5
"4604","Bcl6b",25.5,277
"4605","Bcl7a",677,711
"4606","Bcl7b",646,486.5
"4607","Bcl7c",491,627.5
"4608","Bcl9",1143.5,1493
"4609","Bcl9l",889,1279.5
"4610","Bclaf1",10531,11178
"4611","Bclaf3",2788.5,1339.5
"4612","Bco1",2.5,0.5
"4613","Bco2",17,5
"4614","Bcor",1412.5,1528
"4615","Bcorl1",662,573.5
"4616","Bcr",903,1454.5
"4617","Bcs1l",431,430.5
"4618","Bdh1",2781,645
"4619","Bdh2",67.5,100
"4620","Bdkrb1",2.5,0.5
"4621","Bdkrb2",81.5,51
"4622","Bdnf",18.5,207
"4623","Bdp1",2053,2812.5
"4624","BE692007",0,0
"4625","Bean1",0,3
"4626","Becn1",1422,1346.5
"4627","Begain",37,73.5
"4628","Bend3",1300.5,3381.5
"4629","Bend4",2493.5,5109
"4630","Bend5",18.5,83.5
"4631","Bend6",31,63
"4632","Bend7",50,109
"4633","Best1",16,28
"4634","Best2",3,9.5
"4635","Best3",1,1.5
"4636","Best4-ps",7,3
"4637","Bet1",429,529.5
"4638","Bet1l",510,440
"4639","Bex1",3209,10402.5
"4640","Bex2",626.5,1165
"4641","Bex3",4396.5,8983.5
"4642","Bex4",1565,3488
"4643","Bex6",3.5,5
"4644","Bfar",611,781
"4645","Bfsp1",7.5,26
"4646","Bfsp2",1,1.5
"4647","Bglap",4.5,0.5
"4648","Bglap2",10,1
"4649","Bglap3",27,1
"4650","Bgn",7,347.5
"4651","Bhlha15",16.5,39.5
"4652","Bhlha9",1.5,2.5
"4653","Bhlhb9",552.5,1141.5
"4654","Bhlhe22",28,39
"4655","Bhlhe23",5,16.5
"4656","Bhlhe40",311,2930
"4657","Bhlhe41",5,55.5
"4658","Bhmt",758,3.5
"4659","Bhmt-ps1",298.5,0.5
"4660","Bhmt2",716,15
"4661","Bicc1",80.5,153
"4662","Bicd1",173,416
"4663","Bicd2",817.5,1215.5
"4664","Bicdl1",339.5,722.5
"4665","Bicdl2",12,133
"4666","Bicra",714,729.5
"4667","Bicral",2879.5,1705
"4668","Bid",2045.5,1427.5
"4669","Bik",46.5,130.5
"4670","Bin1",107.5,1018
"4671","Bin2",612.5,189
"4672","Bin3",336.5,501
"4673","Birc2",1352,1383.5
"4674","Birc3",187.5,185.5
"4675","Birc5",2759.5,2777
"4676","Birc6",5785.5,6819.5
"4677","Birc7",125.5,43
"4678","Bivm",607,774.5
"4679","Blcap",725,875
"4680","Blk",0,0
"4681","Blm",4563.5,3782
"4682","Blmh",2829.5,4087
"4683","Blnk",40.5,25.5
"4684","Bloc1s1",86,76.5
"4685","Bloc1s2",509.5,564.5
"4686","Bloc1s2-ps",715,795.5
"4687","Bloc1s3",374,259.5
"4688","Bloc1s4",319.5,314
"4689","Bloc1s5",216.5,218
"4690","Bloc1s6",469,710
"4691","Bloc1s6os",0.5,1
"4692","Bloodlinc",2.5,0
"4693","Blvra",211.5,161.5
"4694","Blvrb",996.5,368
"4695","Blzf1",696.5,745
"4696","Bmerb1",442.5,398.5
"4697","Bmf",369,579
"4698","Bmi1",664.5,219
"4699","Bmp1",28.5,2878.5
"4700","Bmp10",0,0
"4701","Bmp15",6.5,0
"4702","Bmp2",10,218
"4703","Bmp2k",97.5,351.5
"4704","Bmp3",0,7
"4705","Bmp4",135.5,1281.5
"4706","Bmp5",0,4
"4707","Bmp6",8,43
"4708","Bmp7",555.5,179
"4709","Bmp8a",20,161
"4710","Bmp8b",9,639
"4711","Bmper",6,11.5
"4712","Bmpr1a",2419,3980.5
"4713","Bmpr1b",6.5,64.5
"4714","Bmpr2",798.5,1915
"4715","Bms1",4245,5456.5
"4716","Bmt2",1025,1273
"4717","Bmx",0,0
"4718","Bmyc",59.5,65.5
"4719","Bnc1",0.5,4.5
"4720","Bnc2",209,231.5
"4721","Bnip1",407.5,461
"4722","Bnip2",974,2015
"4723","Bnip3",217.5,594.5
"4724","Bnip3l",2177.5,3527.5
"4725","Bnip3l-ps",848.5,1219
"4726","Bnip5",216,92
"4727","Bnipl",67.5,216.5
"4728","Boc",81,107.5
"4729","Bod1",1206.5,1196.5
"4730","Bod1-ps",87,88
"4731","Bod1l",2613.5,3165.5
"4732","Bok",269,822
"4733","Bola1",287,368.5
"4734","Bola2",1219.5,1196
"4735","Bola3",276,277.5
"4736","Boll",44.5,53.5
"4737","Bop1",3696.5,4178.5
"4738","Bora",1360,1227
"4739","Borcs5",182,187.5
"4740","Borcs6",136.5,129.5
"4741","Borcs7",65.5,67.5
"4742","Borcs8",373,276.5
"4743","Bpgm",459,548
"4744","Bphl",211,169
"4745","Bpi",4,1
"4746","Bpifa1",0,0
"4747","Bpifa2",0,0
"4748","Bpifa3",0,0
"4749","Bpifa5",0,0
"4750","Bpifa6",0,0
"4751","Bpifb1",3,0.5
"4752","Bpifb2",0,0
"4753","Bpifb3",0,0
"4754","Bpifb4",13,7.5
"4755","Bpifb5",81,11
"4756","Bpifb6",0,0.5
"4757","Bpifb9a",0,0
"4758","Bpifb9b",0.5,0
"4759","Bpifc",0,0
"4760","Bpnt1",3253,1459.5
"4761","Bptf",7671,9001.5
"4762","Braf",1205,2319.5
"4763","Brap",887.5,1097
"4764","Brat1",603.5,584.5
"4765","Brca1",4349.5,3143.5
"4766","Brca2",3234,2125
"4767","Brcc3",600,726.5
"4768","Brd1",4474.5,2846.5
"4769","Brd2",11131.5,10111
"4770","Brd3",4279,4885.5
"4771","Brd3os",58,31.5
"4772","Brd4",10906,8463
"4773","Brd7",2291,2376
"4774","Brd8",5597.5,4433.5
"4775","Brd8dc",6.5,3
"4776","Brd9",1212.5,942.5
"4777","Brdt",17,41
"4778","Brf1",772,658
"4779","Brf2",598,594
"4780","Bri3",537.5,437
"4781","Bri3bp",2290.5,1799
"4782","Bricd5",0,0
"4783","Brinp1",3.5,63.5
"4784","Brinp2",5.5,52
"4785","Brinp3",79,2.5
"4786","Brip1",453,467.5
"4787","Brip1os",40.5,69.5
"4788","Brix1",5046,4849.5
"4789","Brk1",2081,1834
"4790","Brms1",9,6
"4791","Brms1l",793,792
"4792","Brox",780,887.5
"4793","Brpf1",2176.5,1990
"4794","Brpf3",3401,1815.5
"4795","Brs3",0,0
"4796","Brsk1",344,383
"4797","Brsk2",53.5,76
"4798","Brwd1",6416.5,3581
"4799","Brwd3",2068,2422
"4800","Bscl2",1059.5,956.5
"4801","Bsdc1",1388,1522.5
"4802","Bsg",8876.5,8718
"4803","Bsn",55,76.5
"4804","Bsnd",0.5,0
"4805","Bsph1",0,0
"4806","Bsph2",0,0
"4807","Bsph2-ps",0,0
"4808","Bspry",165.5,956
"4809","Bst1",191,33.5
"4810","Bst2",189.5,1711.5
"4811","Bsx",0,1.5
"4812","Btaf1",2917,3613.5
"4813","Btbd1",1023,1138.5
"4814","Btbd10",892.5,889
"4815","Btbd11",658,308
"4816","Btbd16",2,0
"4817","Btbd17",0.5,24.5
"4818","Btbd18",89,35
"4819","Btbd19",1162.5,636
"4820","Btbd2",2112,1773
"4821","Btbd3",574,794
"4822","Btbd35f1",0,0
"4823","Btbd35f10",0,0
"4824","Btbd35f11",0,0
"4825","Btbd35f12",0,0
"4826","Btbd35f13",0,0
"4827","Btbd35f14",0,0
"4828","Btbd35f15",0,0
"4829","Btbd35f16",0,0
"4830","Btbd35f17",0,0
"4831","Btbd35f18",0,0
"4832","Btbd35f19",0,0
"4833","Btbd35f2",0,0
"4834","Btbd35f20",0,0
"4835","Btbd35f21",0,0.5
"4836","Btbd35f22",0,0
"4837","Btbd35f23",0,0
"4838","Btbd35f24",0,0
"4839","Btbd35f25",0,0
"4840","Btbd35f26",0,0
"4841","Btbd35f27",0,0
"4842","Btbd35f28",0,0
"4843","Btbd35f29",0,0
"4844","Btbd35f3",0,0
"4845","Btbd35f30",0,0
"4846","Btbd35f4",0,0
"4847","Btbd35f5",0,0
"4848","Btbd35f6",0,0
"4849","Btbd35f7",0,0
"4850","Btbd35f8",0,0
"4851","Btbd35f9",0,0
"4852","Btbd6",251,405
"4853","Btbd7",1469.5,2129.5
"4854","Btbd8",118.5,140
"4855","Btbd9",572.5,658
"4856","Btc",12,3
"4857","Btd",209.5,186.5
"4858","Btf3",6216.5,6432
"4859","Btf3l4",1635,1631.5
"4860","Btg1",1287,935.5
"4861","Btg1b",0,0
"4862","Btg1c",1,0
"4863","Btg2",1231.5,2972.5
"4864","Btg3",261.5,547.5
"4865","Btg4",0,0.5
"4866","Btk",6.5,1.5
"4867","Btla",18,53
"4868","Btn1a1",8.5,25.5
"4869","Btn2a2",112,54
"4870","Btnl1",26,1
"4871","Btnl10",0,0
"4872","Btnl2",0,0
"4873","Btnl4",7,1.5
"4874","Btnl5-ps",2.5,0.5
"4875","Btnl6",2,1
"4876","Btnl7-ps",191,44.5
"4877","Btnl9",0,0.5
"4878","Btrc",1556,777
"4879","Bub1",4795.5,5515.5
"4880","Bub1b",7044.5,7563
"4881","Bub3",3503,4296
"4882","Bud13",1179,1145.5
"4883","Bud23",1060,1034
"4884","Bud31",863.5,898.5
"4885","Bves",6,93
"4886","Bvht",95,31
"4887","BX001028.1",0,0
"4888","BX001068.1",0,0
"4889","BX284648.1",1.5,1
"4890","BX322656.1",0,0
"4891","BX666061.1",0,0.5
"4892","BX681418.1",0,0
"4893","BX842667.1",0.5,0
"4894","Bysl",2464,2442.5
"4895","Bzw1",11861.5,14497
"4896","Bzw2",4137,5250.5
"4897","C030004G16Rik",0,0
"4898","C030005K06Rik",1,1
"4899","C030005K15Rik",0,0
"4900","C030006K11Rik",162.5,216.5
"4901","C030006N10Rik",0,0
"4902","C030007H22Rik",0,0
"4903","C030010L15Rik",3,2.5
"4904","C030013C21Rik",0,0
"4905","C030013G03Rik",0,0
"4906","C030014I23Rik",0.5,2
"4907","C030015A19Rik",16,16.5
"4908","C030015E24Rik",0,0
"4909","C030017B01Rik",2.5,20
"4910","C030017D09Rik",0,0
"4911","C030017G13Rik",0,0
"4912","C030018K13Rik",0,0
"4913","C030029H02Rik",0,0
"4914","C030032O16Rik",0,0
"4915","C030034I22Rik",9.5,9.5
"4916","C030034L19Rik",0,0
"4917","C030037D09Rik",24,45
"4918","C030037F17Rik",0,0
"4919","C030038I04Rik",0,0
"4920","C030047K22Rik",0,0
"4921","C130012C08Rik",0,0.5
"4922","C130013H08Rik",15,8.5
"4923","C130021I20Rik",2,4
"4924","C130023A14Rik",0,1.5
"4925","C130026I21Rik",3.5,29
"4926","C130026L21Rik",0,0.5
"4927","C130032M10Rik",6,1.5
"4928","C130036L24Rik",19.5,22
"4929","C130040N14Rik",1.5,1.5
"4930","C130046K22Rik",0,0
"4931","C130050O18Rik",0.5,2.5
"4932","C130051F05Rik",0,0
"4933","C130060C02Rik",1,2.5
"4934","C130071C03Rik",2.5,35
"4935","C130073E24Rik",0,0.5
"4936","C130073F10Rik",144.5,46
"4937","C130074G19Rik",1377.5,241
"4938","C130075A20Rik",1,2.5
"4939","C130080G10Rik",0,0.5
"4940","C130083A15Rik",0.5,0
"4941","C130083M11Rik",25,77
"4942","C130089K02Rik",0,1
"4943","C130093G08Rik",1.5,0.5
"4944","C1d",902.5,1294.5
"4945","C1galt1",640,1092
"4946","C1galt1c1",229,300.5
"4947","C1qa",0.5,0
"4948","C1qb",0,0
"4949","C1qbp",8694.5,7560
"4950","C1qc",0,0
"4951","C1ql1",38.5,92
"4952","C1ql2",1,4.5
"4953","C1ql3",6.5,3.5
"4954","C1ql4",16,18
"4955","C1qtnf1",0.5,2.5
"4956","C1qtnf12",73,79
"4957","C1qtnf2",2,0.5
"4958","C1qtnf3",1,1.5
"4959","C1qtnf4",13.5,24
"4960","C1qtnf5",0,0
"4961","C1qtnf6",66,43
"4962","C1qtnf7",0,0
"4963","C1qtnf9",2.5,2
"4964","C1ra",4,6.5
"4965","C1rb",2,4
"4966","C1rl",100,24
"4967","C1s1",297,73
"4968","C1s2",73.5,15.5
"4969","C2",43.5,73
"4970","C230012O17Rik",0,1.5
